	100UNCULTURED_S7_PE_Abundance	14UNCULTURED_S8_PE_Abundance	18UNCULTURED_S12_PE_Abundance	19UNCULTURED_S14_PE_Abundance	24UNCULTURED_S3_PE_Abundance	26UNCULTURED_S4_PE_Abundance	28UNCULTURED_S6_PE_Abundance	2UNCULTURED_S1_PE_Abundance	300UNCULTURED_S9_PE_Abundance	36UNCULTURED_S10_PE_Abundance	400UNCULTURED_S11_PE_Abundance	40UNCULTURED_S15_PE_Abundance	4UNCULTURED_S2_PE_Abundance	500UNCULTURED_S13_PE_Abundance	8UNCULTURED_S5_PE_Abundance	lucaAR31_S16_PE_Abundance	lucaAR32_S17_PE_Abundance	lucaAR33_S18_PE_Abundance	lucaAR34_S19_PE_Abundance
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0	0	5.6563353	0	0	0	0	0	0	0	0	0	8.153355452	8.012194761	62.84435211
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	10.15125378	73.82035004	14.25030647	0	101.1681983	0	8.186574061	0	0	0	29.95342786	51.96363561	0	0	0	0	16.70373621	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Methanobrevibacter.s__Methanobrevibacter_sp_AbM4	0	0	0	0	6.685146248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Methanosphaera.s__Methanosphaera_stadtmanae	0	0	9.188336652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Parasutterella.s__Parasutterella_excrementihominis	17.22607627	0	0	0	0	0	0	0	47.34971585	0	13.82151146	0	0	24.22114343	0	0	0	35.43708665	126.2235431
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	81.11562817	54.46020161	123.4052183	38.82240398	44.86654107	8.241580995	216.8827216	79.18583879	106.145825	24.51929604	88.81380318	101.7321371	0	145.4584292	228.5810019	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Roseburia.s__Roseburia_hominis	0	0	3.560982389	4.655445727	2.561754784	0	0	4.233493874	0	0	0	0	0	0	0	0	12.73764341	22.68251141	5.264030615
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.546645573	56.79044939	326.2699574	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	0	0	3.552994724	0	0	0	0	0	0	11.11480314	5.141060508	13.19627317	8.258626555	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_callidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.0060125	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_champanellensis	0	0	0	9.557161961	0	7.884721123	0	17.72261343	0	0	0	3.017692128	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195.4543607	43.99819251	43.97685018	302.0794054
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	491.5386256	170.1320729	1286.78866	906.0713605	446.623239	1406.302764	1309.338615	1013.252588	877.7765087	1411.079794	747.6177294	1201.164542	623.4568386	984.1774781	1043.821003	1040.521181	1244.946423	1534.749566	893.6811638
PWY-6165: chorismate biosynthesis II (archaea)	0	0	184.8238488	0	0	0	0	0	0	26.1486718	9.053483212	0	0	0	0	0	0	0	0
PWY-6167: flavin biosynthesis II (archaea)	0	34.92051107	87.44074197	0	30.22535878	97.45263477	0	0	0	24.15081923	0	16.79735158	75.07206268	0	0	0	0	0	0
PWY-6167: flavin biosynthesis II (archaea)|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	15.30448418	40.55177168	0	0	42.34107291	0	0	0	0	0	0	46.30265263	0	0	0	0	0	0
PWY-6167: flavin biosynthesis II (archaea)|g__Methanobrevibacter.s__Methanobrevibacter_sp_AbM4	0	0	0	0	10.63858683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6167: flavin biosynthesis II (archaea)|g__Methanosphaera.s__Methanosphaera_stadtmanae	0	0	14.33173733	0	0	0	0	0	0	9.703190452	0	10.29561751	0	0	0	0	0	0	0
PWY-6168: flavin biosynthesis III (fungi)	235.6451742	69.20678812	504.4671637	134.3675956	148.0407879	551.3456277	680.6747237	471.4509645	203.3950518	205.2700741	370.6380157	570.9459057	152.8101076	400.9597722	801.3276178	4267.753598	4409.829327	2434.751052	5991.342113
PWY-6168: flavin biosynthesis III (fungi)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.653115775	0	0	0
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.43369205	0	225.846714	98.6690879
PWY-6168: flavin biosynthesis III (fungi)|g__Escherichia.s__Escherichia_coli	0	0	47.65669894	0	0	0	7.324044745	0	0	15.89060948	0	0	0	0	0	0	0	0	0
PWY-6168: flavin biosynthesis III (fungi)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0	0	0	0	0	0	0	2.777947696	0	0	0	0	0	0	49.5367974
PWY-6168: flavin biosynthesis III (fungi)|unclassified	97.79025043	25.10064311	214.4356914	40.70665112	109.1054669	329.1016995	142.8979019	267.4662667	107.9292779	33.20352601	188.053489	147.5788576	81.72846497	210.8787961	174.2721341	96.9821384	48.42192632	122.0765812	0
PWY-621: sucrose degradation III (sucrose invertase)	30.21453995	14.48201165	373.4276077	146.1514068	29.7618478	162.152015	476.0166844	84.77040653	183.0312724	133.8153435	25.70276049	34.27185009	8.663475501	367.8370881	541.3848659	2126.985903	3238.55459	1854.551741	3490.729104
PWY-621: sucrose degradation III (sucrose invertase)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	5.641558703	0	0	0	0	0	0	0	0	0	0	0	0	17.67898957	6.146091276	0	0
PWY-621: sucrose degradation III (sucrose invertase)|g__Blautia.s__Ruminococcus_obeum	3.795643547	0	9.695983696	0	0	0	3.435731273	0	0	3.903764692	0	0	0	12.50795086	1.416501128	12.07478198	2.000074161	5.064831815	0
PWY-621: sucrose degradation III (sucrose invertase)|g__Blautia.s__Ruminococcus_torques	0	0	7.427810563	2.119371167	0	0	6.545189071	0	0	4.577556501	0	0	0	12.23338371	10.16669337	0	8.64446089	16.60270714	0
PWY-621: sucrose degradation III (sucrose invertase)|g__Coprococcus.s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	1.399764428	0	0	0	0	0	0	421.0417742	43.5702993	0
PWY-621: sucrose degradation III (sucrose invertase)|g__Coprococcus.s__Coprococcus_sp_ART55_1	0	0	0	0	0	0	0	0	0	10.35601104	0	0	0	0	0	0	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)|g__Escherichia.s__Escherichia_coli	0	0	32.00382626	0	0	0	17.47771122	0	0	0	0	0	0	0	3.94275093	0	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	6.838027862	0	3.766494767	0	0	0	0	11.09331275	21.53167317	0	121.2345707	520.7203683	53.63681121
PWY-621: sucrose degradation III (sucrose invertase)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4.186651381	11.48069939	144.7088196	93.97813828	26.2943106	95.75061969	164.0289069	61.61659748	85.52333065	78.51680463	18.3179515	13.68151212	2.621521471	222.7469035	135.9780284	1586.226837	714.9752953	621.8417744	1239.268292
PWY-621: sucrose degradation III (sucrose invertase)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0	0	5.227651256	0	0	0	0	2.007587905	0	0	0	0	12.89848165	8.199417983	92.76610641
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	0	0	63.29980029	27.95791202	0	26.89926473	67.10953612	13.4074916	49.61207063	10.82625756	0	9.905205791	0	57.44267826	86.46735027	129.951324	328.099965	309.5917434	43.28824407
PWY-6263: superpathway of menaquinol-8 biosynthesis II	0	0	0	0	0	0	28.05556315	0	0	0	0	0	0	0	28.12234804	0	0	0	0
PWY-6270: isoprene biosynthesis I	355.2542966	315.8831715	1186.419419	419.9889171	301.1890775	696.943577	826.3459905	497.1616399	578.7828848	512.7019185	481.6157775	1062.025976	522.6297013	524.4349373	884.2868253	1192.597946	9.350156827	710.9065063	1587.748191
PWY-6270: isoprene biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	78.84121758	42.04288295	86.38008933	40.13491906	16.84670824	0	153.7705804	79.75776786	125.4965296	27.77655702	87.32549094	109.2241408	4.664158083	132.0741305	111.27399	0	0	0	0
PWY-6270: isoprene biosynthesis I|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	45.09612096	0	202.5226057	635.0393411	0	504.6248784	595.3003746
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	1445.833693	1138.384186	3903.2655	2580.107149	1751.048837	3293.018512	3928.785399	2434.147341	2274.292449	3226.720315	2074.433918	3637.632564	1549.243794	2477.369728	3075.537297	5157.076542	9466.163525	5002.608992	7337.527635
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	18.19691658	0	0	0	0	0	0	0	15.29288048	0	25.72637173	0	0	0	0	19.67820714	0	10.94150827	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.35301927	0	39.51073242	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.30207633	0	105.4906549	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.44072499	159.1975982
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Alistipes.s__Alistipes_putredinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398.7154883	0	184.1585301	475.951594
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	1.548886972	0	0	0	0	0	0	0	0	0	0	0	0	11.56785023	15.27510078	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.9028553	244.3136584	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_animalis	0	0	0	0	0	0	0	0	3.290285509	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.35918467	54.91138613	0	70.65715968
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.27998466	0	0	46.43946601
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.69629466	3.639984817	0	75.79412718
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Blautia.s__Ruminococcus_obeum	6.511258631	0	14.09487155	3.363217912	0	0	1.422414458	5.505684667	3.192151301	4.77097828	2.909340516	8.739674757	1.421343513	19.134435	1.448047986	4.532521921	5.526636276	3.862961008	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.36232824	0	0	21.3820339
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	48.53034205	0	0	0	1.270476452	0	0	0	83.03441419	0	76.06186496	0	0	53.73080819	0	0	3.424291016	24.17915378	68.30348202
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Butyrivibrio.s__Butyrivibrio_crossotus	0	0	6.481524747	0	0	0	1.745749612	0	5.447236993	1.554388767	0	0	0	0	2.144708114	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	15.97193997	0	0	0	5.732229887	0	0	0	0	28.05514993	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridiales_noname.s__Bacteroides_pectinophilus	0	0	7.030415635	14.39229424	0	19.14981356	231.8032311	0	0	0	0	0	0	0	10.73043393	0	0	102.652982	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.977185682	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_asparagiforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.995999458
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_bolteae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.287795332	0	0	4.907968839
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_clostridioforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75440866	0	0	18.91658024
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_hathewayi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.138687035
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_leptum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.605714888	0	5.004243777	7.114574094
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_nexile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.239525754	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Collinsella.s__Collinsella_aerofaciens	0	0	6.979328126	0	0	1.573517767	9.212876438	0	0	11.92737448	0	2.590062614	1.076599336	0	10.43001289	18.32858332	72.47654657	6.727232996	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Coprococcus.s__Coprococcus_catus	3.886524145	0	5.631201705	0	0	0	0	2.183837365	0	0	0	0	0	2.340018713	3.454797279	0	5.615755879	5.358572251	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Coprococcus.s__Coprococcus_comes	2.845756915	0	16.86280218	2.008088434	0	9.359160499	14.42577434	6.719304738	7.469821048	0	0	2.542361326	0	2.85382931	12.84775519	0	4.423193119	9.205595263	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Coprococcus.s__Coprococcus_eutactus	0	0	0	1.441146141	0	0	0	0	0	2.630848858	0	0	0	0	0	0	508.6245614	58.53756578	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Desulfovibrio.s__Desulfovibrio_piger	22.04359774	2.406313883	0	3.691568559	0	4.843700622	0	7.234049526	0	0	19.54290748	6.027833736	3.785446843	4.431044341	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dialister.s__Dialister_invisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435.9522072	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dorea.s__Dorea_formicigenerans	0	0	7.890203731	0	0	0	2.097012795	0	0	1.691153232	0	0	0	0	0	0	3.118806072	7.015302717	13.28347944
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dorea.s__Dorea_longicatena	0	0	9.606851184	0	0	0	17.01349016	2.52267727	7.974262846	0	0	1.00306229	0	3.934409062	3.799468159	0	17.78419931	2.513246217	220.4504719
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eggerthella.s__Eggerthella_lenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.963307469	71.29430248
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eggerthella.s__Eggerthella_sp_1_3_56FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.79030574
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Enterococcus.s__Enterococcus_hirae	0	0	0	0	0	0	0	0	0	13.58333556	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	0	0	142.7710987	20.3661744	3.185109419	15.09573965	53.1752278	18.20435074	2.337454802	30.39992603	0	15.43222642	6.051357393	0	54.80678559	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Erysipelotrichaceae_noname.s__Eubacterium_dolichum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.828695303
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	30.96894973	0	0	0	1.913433831	0	0	8.159969921	0	0	0	0	1.054852321	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eubacterium.s__Eubacterium_eligens	8.595071277	0	22.92881184	134.8869048	19.56965953	21.58687913	57.90110571	35.75989889	15.00612475	5.686586382	16.08722724	35.99682528	11.75674844	36.59190825	142.6202979	0	40.81301154	137.7724833	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eubacterium.s__Eubacterium_ramulus	0	0	3.538765319	0	0	0	6.406869165	0	0	1.556196267	0	0	0	0	3.863538172	0	0	2.686228334	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eubacterium.s__Eubacterium_siraeum	3.196747554	11.61366307	81.43429118	55.09949336	25.57191413	31.01196832	114.7665708	13.11507575	1.567250516	49.92258984	3.847422761	31.23919668	0	2.106141954	24.45368986	24.10480305	0	52.24979639	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4.650825396	14.44585307	37.24282022	26.34967841	13.09571075	33.73102942	63.59989486	11.96795047	67.26057328	30.69590466	27.7954423	12.99636902	1.674904946	78.70244953	75.11923181	472.4942157	599.2459511	407.1135251	237.2253132
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.46406993	2.629520495	0	32.24072142
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.97334204	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Holdemania.s__Holdemania_filiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.005807578	1.310329863	5.784486107
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.47921111	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.7441408	0	0	25.86886154
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.64744734	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0	0	3.034292492	0	0	0	0	0	0	0	0	0	8.598192301	7.627733567	43.40598697
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii	1.664776394	19.95972757	119.329988	33.79462774	0.765476988	169.1058622	0	20.01272663	0	1.387626537	1.242993471	104.6722085	96.86903092	2.355136465	0	0	0	26.75389991	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_sp_AbM4	0	0	0	0	16.84860361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Methanosphaera.s__Methanosphaera_stadtmanae	2.78340222	2.512744098	29.99896203	2.914222158	2.276506052	3.525471567	0	6.546822452	0	12.98816893	2.829931984	39.61997052	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.6803639	65.41718473	53.02317038	31.99556929
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	82.00553517	0	0	0	0	0	0	0	170.7654525	0	143.9379048	0	0	88.90556693	0	0	0	10.07916522	71.36219682
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.346036277	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	105.352	62.40159399	99.65821349	44.52183052	51.61638934	15.40689797	207.1403502	106.7163775	156.5779862	35.18450231	132.8850003	145.4425082	3.113884907	200.8857571	209.0334235	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Pyramidobacter.s__Pyramidobacter_piscolens	0	0	0	0	0	0	0	0	0	0	0	1.533832274	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Roseburia.s__Roseburia_hominis	0	0	2.772376474	2.549962536	4.400308773	2.947984869	1.691190867	5.70093648	0	1.973424093	0	0	0	0	0	0	13.45069126	19.49392664	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0	6.647001428	0	0	0	0	0	0	0	13.46650758	56.06914206	335.2223514	2.66211703	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	2.509339862	0	0	5.092281112	0	3.459571751	0	2.641087283	0	0	7.655842081	4.279891293	12.15928107	8.531972511	1.327549193	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.18186454
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Ruminococcus.s__Ruminococcus_albus	0	0	0	0	35.85577183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii	0	0	7.557006773	2.037684595	0	10.30708701	0	7.399358927	0	1.840237547	0	5.430254281	0	0	0	0	257.2817323	58.11426478	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Ruminococcus.s__Ruminococcus_callidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.52022798	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Ruminococcus.s__Ruminococcus_champanellensis	0	0	0	8.716568614	0	7.762513181	0	20.20448686	0	0	0	4.349863221	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Ruminococcus.s__Ruminococcus_flavefaciens	0	2.709422223	0	0	0	0	0	2.801643701	0	0	1.431852777	2.836936281	4.485231196	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.300044502	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.432699786
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.13911258	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Sutterella.s__Sutterella_wadsworthensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.56890894	104.7263317	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Treponema.s__Treponema_succinifaciens	0	0	0	14.50571747	6.577620406	19.5745559	0	18.96328844	0	0	5.158712109	24.94980158	2.80385164	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.258825383	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	998.7500624	991.3151265	3105.866904	2063.884227	1488.487761	2722.619864	2847.05926	2019.091352	1393.940665	2927.427392	1303.356358	3023.84399	1325.493171	1666.296047	2251.980477	1103.487335	1495.762103	1673.065936	1034.182598
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	68.60124236	0	119.0799053	23.17575889	12.52848648	40.66935473	72.53302814	21.59429234	62.63935986	42.52355766	77.24218178	0	10.1854477	140.2460418	11.40167386	695.2485667	722.862064	253.7805863	109.5165325
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.5260806	134.372935	0	0
